"OrderID","CustomerID","OrderDate","TotalAmount","Status"
"169","169","04/06/2026 17:00:00","893.59","New"
"170","170","04/06/2026 10:00:00","910.70","Paid"
"171","171","04/06/2026 03:00:00","927.81","Shipped"
"172","172","04/05/2026 20:00:00","944.92","Cancelled"
"173","173","04/05/2026 13:00:00","961.03","New"
"174","174","04/05/2026 06:00:00","978.14","Paid"
"175","175","04/04/2026 23:00:00","995.25","Shipped"
"176","176","04/04/2026 16:00:00","1012.36","Cancelled"
"177","177","04/04/2026 09:00:00","1029.47","New"
"178","178","04/04/2026 02:00:00","1046.58","Paid"
"179","179","04/03/2026 19:00:00","1063.69","Shipped"
"180","180","04/03/2026 12:00:00","1080.80","Cancelled"
"181","181","04/03/2026 05:00:00","1097.91","New"
"182","182","04/02/2026 22:00:00","1114.02","Paid"
"183","183","04/02/2026 15:00:00","1131.13","Shipped"
"184","184","04/02/2026 08:00:00","1148.24","Cancelled"
"185","185","04/02/2026 01:00:00","1165.35","New"
"186","186","04/01/2026 18:00:00","1182.46","Paid"
"187","187","04/01/2026 11:00:00","1199.57","Shipped"
"188","188","04/01/2026 04:00:00","1216.68","Cancelled"
"189","189","03/31/2026 21:00:00","1233.79","New"
"190","190","03/31/2026 14:00:00","1250.90","Paid"
"191","191","03/31/2026 07:00:00","1267.01","Shipped"
"192","192","03/31/2026 00:00:00","1284.12","Cancelled"
"193","193","03/30/2026 17:00:00","1301.23","New"
"194","194","03/30/2026 10:00:00","1318.34","Paid"
"195","195","03/30/2026 03:00:00","1335.45","Shipped"
"196","196","03/29/2026 20:00:00","1352.56","Cancelled"
"197","197","03/29/2026 13:00:00","1369.67","New"
"198","198","03/29/2026 06:00:00","1386.78","Paid"
"199","199","03/28/2026 23:00:00","1403.89","Shipped"
"200","200","03/28/2026 16:00:00","1420.00","Cancelled"
"201","201","03/28/2026 09:00:00","1437.11","New"
"202","202","03/28/2026 02:00:00","1454.22","Paid"
"203","203","03/27/2026 19:00:00","1471.33","Shipped"
"204","204","03/27/2026 12:00:00","1488.44","Cancelled"
"205","205","03/27/2026 05:00:00","1505.55","New"
"206","206","03/26/2026 22:00:00","1522.66","Paid"
"207","207","03/26/2026 15:00:00","1539.77","Shipped"
"208","208","03/26/2026 08:00:00","1556.88","Cancelled"
"209","209","03/26/2026 01:00:00","1573.99","New"
"210","210","03/25/2026 18:00:00","1590.10","Paid"
"211","211","03/25/2026 11:00:00","1607.21","Shipped"
"212","212","03/25/2026 04:00:00","1624.32","Cancelled"
"213","213","03/24/2026 21:00:00","1641.43","New"
"214","214","03/24/2026 14:00:00","1658.54","Paid"
"215","215","03/24/2026 07:00:00","1675.65","Shipped"
"216","216","03/24/2026 00:00:00","1692.76","Cancelled"
"217","217","03/23/2026 17:00:00","1709.87","New"
"218","218","03/23/2026 10:00:00","1726.98","Paid"
"219","219","03/23/2026 03:00:00","1743.09","Shipped"
"220","220","03/22/2026 20:00:00","1760.20","Cancelled"
"221","221","03/22/2026 13:00:00","1777.31","New"
"222","222","03/22/2026 06:00:00","1794.42","Paid"
"223","223","03/21/2026 23:00:00","1811.53","Shipped"
"224","224","03/21/2026 16:00:00","1828.64","Cancelled"
"225","225","03/21/2026 09:00:00","1845.75","New"
"226","226","03/21/2026 02:00:00","1862.86","Paid"
"227","227","03/20/2026 19:00:00","1879.97","Shipped"
"228","228","03/20/2026 12:00:00","1896.08","Cancelled"
"229","229","03/20/2026 05:00:00","1913.19","New"
"230","230","03/19/2026 22:00:00","1930.30","Paid"
"231","231","03/19/2026 15:00:00","1947.41","Shipped"
"232","232","03/19/2026 08:00:00","1964.52","Cancelled"
"233","233","03/19/2026 01:00:00","1981.63","New"
"234","234","03/18/2026 18:00:00","1998.74","Paid"
"235","235","03/18/2026 11:00:00","2015.85","Shipped"
"236","236","03/18/2026 04:00:00","32.96","Cancelled"
"237","237","03/17/2026 21:00:00","49.07","New"
"238","238","03/17/2026 14:00:00","66.18","Paid"
"239","239","03/17/2026 07:00:00","83.29","Shipped"
"240","240","03/17/2026 00:00:00","100.40","Cancelled"
"241","241","03/16/2026 17:00:00","117.51","New"
"242","242","03/16/2026 10:00:00","134.62","Paid"
"243","243","03/16/2026 03:00:00","151.73","Shipped"
"244","244","03/15/2026 20:00:00","168.84","Cancelled"
"245","245","03/15/2026 13:00:00","185.95","New"
"246","246","03/15/2026 06:00:00","202.06","Paid"
"247","247","03/14/2026 23:00:00","219.17","Shipped"
"248","248","03/14/2026 16:00:00","236.28","Cancelled"
"249","249","03/14/2026 09:00:00","253.39","New"
"250","250","03/14/2026 02:00:00","270.50","Paid"
"251","251","03/13/2026 19:00:00","287.61","Shipped"
"252","252","03/13/2026 12:00:00","304.72","Cancelled"
"253","253","03/13/2026 05:00:00","321.83","New"
"254","254","03/12/2026 22:00:00","338.94","Paid"
"255","255","03/12/2026 15:00:00","355.05","Shipped"
"256","256","03/12/2026 08:00:00","372.16","Cancelled"
"257","257","03/12/2026 01:00:00","389.27","New"
"258","258","03/11/2026 18:00:00","406.38","Paid"
"259","259","03/11/2026 11:00:00","423.49","Shipped"
"260","260","03/11/2026 04:00:00","440.60","Cancelled"
"261","261","03/10/2026 21:00:00","457.71","New"
"262","262","03/10/2026 14:00:00","474.82","Paid"
"263","263","03/10/2026 07:00:00","491.93","Shipped"
"264","264","03/10/2026 00:00:00","508.04","Cancelled"
"265","265","03/09/2026 17:00:00","525.15","New"
"266","266","03/09/2026 10:00:00","542.26","Paid"
"267","267","03/09/2026 03:00:00","559.37","Shipped"
"268","268","03/08/2026 20:00:00","576.48","Cancelled"
"269","269","03/08/2026 13:00:00","593.59","New"
"270","270","03/08/2026 06:00:00","610.70","Paid"
"271","271","03/07/2026 23:00:00","627.81","Shipped"
"272","272","03/07/2026 16:00:00","644.92","Cancelled"
"273","273","03/07/2026 09:00:00","661.03","New"
"274","274","03/07/2026 02:00:00","678.14","Paid"
"275","275","03/06/2026 19:00:00","695.25","Shipped"
"276","276","03/06/2026 12:00:00","712.36","Cancelled"
"277","277","03/06/2026 05:00:00","729.47","New"
"278","278","03/05/2026 22:00:00","746.58","Paid"
"279","279","03/05/2026 15:00:00","763.69","Shipped"
"280","280","03/05/2026 08:00:00","780.80","Cancelled"
"281","281","03/05/2026 01:00:00","797.91","New"
"282","282","03/04/2026 18:00:00","814.02","Paid"
"283","283","03/04/2026 11:00:00","831.13","Shipped"
"284","284","03/04/2026 04:00:00","848.24","Cancelled"
"285","285","03/03/2026 21:00:00","865.35","New"
"286","286","03/03/2026 14:00:00","882.46","Paid"
"287","287","03/03/2026 07:00:00","899.57","Shipped"
"288","288","03/03/2026 00:00:00","916.68","Cancelled"
"289","289","03/02/2026 17:00:00","933.79","New"
"290","290","03/02/2026 10:00:00","950.90","Paid"
"291","291","03/02/2026 03:00:00","967.01","Shipped"
"292","292","03/01/2026 20:00:00","984.12","Cancelled"
"293","293","03/01/2026 13:00:00","1001.23","New"
"294","294","03/01/2026 06:00:00","1018.34","Paid"
"295","295","02/28/2026 23:00:00","1035.45","Shipped"
"296","296","02/28/2026 16:00:00","1052.56","Cancelled"
"297","297","02/28/2026 09:00:00","1069.67","New"
"298","298","02/28/2026 02:00:00","1086.78","Paid"
"299","299","02/27/2026 19:00:00","1103.89","Shipped"
"300","300","02/27/2026 12:00:00","1120.00","Cancelled"
"301","301","02/27/2026 05:00:00","1137.11","New"
"302","302","02/26/2026 22:00:00","1154.22","Paid"
"303","303","02/26/2026 15:00:00","1171.33","Shipped"
"304","304","02/26/2026 08:00:00","1188.44","Cancelled"
"305","305","02/26/2026 01:00:00","1205.55","New"
"306","306","02/25/2026 18:00:00","1222.66","Paid"
"307","307","02/25/2026 11:00:00","1239.77","Shipped"
"308","308","02/25/2026 04:00:00","1256.88","Cancelled"
"309","309","02/24/2026 21:00:00","1273.99","New"
"310","310","02/24/2026 14:00:00","1290.10","Paid"
"311","311","02/24/2026 07:00:00","1307.21","Shipped"
"312","312","02/24/2026 00:00:00","1324.32","Cancelled"
"313","313","02/23/2026 17:00:00","1341.43","New"
"314","314","02/23/2026 10:00:00","1358.54","Paid"
"315","315","02/23/2026 03:00:00","1375.65","Shipped"
"316","316","02/22/2026 20:00:00","1392.76","Cancelled"
"317","317","02/22/2026 13:00:00","1409.87","New"
"318","318","02/22/2026 06:00:00","1426.98","Paid"
"319","319","02/21/2026 23:00:00","1443.09","Shipped"
"320","320","02/21/2026 16:00:00","1460.20","Cancelled"
"321","321","02/21/2026 09:00:00","1477.31","New"
"322","322","02/21/2026 02:00:00","1494.42","Paid"
"323","323","02/20/2026 19:00:00","1511.53","Shipped"
"324","324","02/20/2026 12:00:00","1528.64","Cancelled"
"325","325","02/20/2026 05:00:00","1545.75","New"
"326","326","02/19/2026 22:00:00","1562.86","Paid"
"327","327","02/19/2026 15:00:00","1579.97","Shipped"
"328","328","02/19/2026 08:00:00","1596.08","Cancelled"
"329","329","02/19/2026 01:00:00","1613.19","New"
"330","330","02/18/2026 18:00:00","1630.30","Paid"
"331","331","02/18/2026 11:00:00","1647.41","Shipped"
"332","332","02/18/2026 04:00:00","1664.52","Cancelled"
"333","333","02/17/2026 21:00:00","1681.63","New"
"334","334","02/17/2026 14:00:00","1698.74","Paid"
"335","335","02/17/2026 07:00:00","1715.85","Shipped"
"336","336","02/17/2026 00:00:00","1732.96","Cancelled"
"337","337","02/16/2026 17:00:00","1749.07","New"
"338","338","02/16/2026 10:00:00","1766.18","Paid"
"339","339","02/16/2026 03:00:00","1783.29","Shipped"
"340","340","02/15/2026 20:00:00","1800.40","Cancelled"
"341","341","02/15/2026 13:00:00","1817.51","New"
"342","342","02/15/2026 06:00:00","1834.62","Paid"
"343","343","02/14/2026 23:00:00","1851.73","Shipped"
"344","344","02/14/2026 16:00:00","1868.84","Cancelled"
"345","345","02/14/2026 09:00:00","1885.95","New"
"346","346","02/14/2026 02:00:00","1902.06","Paid"
"347","347","02/13/2026 19:00:00","1919.17","Shipped"
"348","348","02/13/2026 12:00:00","1936.28","Cancelled"
"349","349","02/13/2026 05:00:00","1953.39","New"
"350","350","02/12/2026 22:00:00","1970.50","Paid"
"351","351","02/12/2026 15:00:00","1987.61","Shipped"
"352","352","02/12/2026 08:00:00","2004.72","Cancelled"
"353","353","02/12/2026 01:00:00","21.83","New"
"354","354","02/11/2026 18:00:00","38.94","Paid"
"355","355","02/11/2026 11:00:00","55.05","Shipped"
"356","356","02/11/2026 04:00:00","72.16","Cancelled"
"357","357","02/10/2026 21:00:00","89.27","New"
"358","358","02/10/2026 14:00:00","106.38","Paid"
"359","359","02/10/2026 07:00:00","123.49","Shipped"
"360","360","02/10/2026 00:00:00","140.60","Cancelled"
"361","361","02/09/2026 17:00:00","157.71","New"
"362","362","02/09/2026 10:00:00","174.82","Paid"
"363","363","02/09/2026 03:00:00","191.93","Shipped"
"364","364","02/08/2026 20:00:00","208.04","Cancelled"
"365","365","02/08/2026 13:00:00","225.15","New"
"366","366","02/08/2026 06:00:00","242.26","Paid"
"367","367","02/07/2026 23:00:00","259.37","Shipped"
"368","368","02/07/2026 16:00:00","276.48","Cancelled"
"369","369","02/07/2026 09:00:00","293.59","New"
"370","370","02/07/2026 02:00:00","310.70","Paid"
"371","371","02/06/2026 19:00:00","327.81","Shipped"
"372","372","02/06/2026 12:00:00","344.92","Cancelled"
"373","373","02/06/2026 05:00:00","361.03","New"
"374","374","02/05/2026 22:00:00","378.14","Paid"
"375","375","02/05/2026 15:00:00","395.25","Shipped"
"376","376","02/05/2026 08:00:00","412.36","Cancelled"
"377","377","02/05/2026 01:00:00","429.47","New"
"378","378","02/04/2026 18:00:00","446.58","Paid"
"379","379","02/04/2026 11:00:00","463.69","Shipped"
"380","380","02/04/2026 04:00:00","480.80","Cancelled"
"381","381","02/03/2026 21:00:00","497.91","New"
"382","382","02/03/2026 14:00:00","514.02","Paid"
"383","383","02/03/2026 07:00:00","531.13","Shipped"
"384","384","02/03/2026 00:00:00","548.24","Cancelled"
"385","385","02/02/2026 17:00:00","565.35","New"
"386","386","02/02/2026 10:00:00","582.46","Paid"
"387","387","02/02/2026 03:00:00","599.57","Shipped"
"388","388","02/01/2026 20:00:00","616.68","Cancelled"
"389","389","02/01/2026 13:00:00","633.79","New"
"390","390","02/01/2026 06:00:00","650.90","Paid"
"391","391","01/31/2026 23:00:00","667.01","Shipped"
"392","392","01/31/2026 16:00:00","684.12","Cancelled"
"393","393","01/31/2026 09:00:00","701.23","New"
"394","394","01/31/2026 02:00:00","718.34","Paid"
"395","395","01/30/2026 19:00:00","735.45","Shipped"
"396","396","01/30/2026 12:00:00","752.56","Cancelled"
"397","397","01/30/2026 05:00:00","769.67","New"
"398","398","01/29/2026 22:00:00","786.78","Paid"
"399","399","01/29/2026 15:00:00","803.89","Shipped"
"400","400","01/29/2026 08:00:00","820.00","Cancelled"
"401","401","01/29/2026 01:00:00","837.11","New"
"402","402","01/28/2026 18:00:00","854.22","Paid"
"403","403","01/28/2026 11:00:00","871.33","Shipped"
"404","404","01/28/2026 04:00:00","888.44","Cancelled"
"405","405","01/27/2026 21:00:00","905.55","New"
"406","406","01/27/2026 14:00:00","922.66","Paid"
"407","407","01/27/2026 07:00:00","939.77","Shipped"
"408","408","01/27/2026 00:00:00","956.88","Cancelled"
"409","409","01/26/2026 17:00:00","973.99","New"
"410","410","01/26/2026 10:00:00","990.10","Paid"
"411","411","01/26/2026 03:00:00","1007.21","Shipped"
"412","412","01/25/2026 20:00:00","1024.32","Cancelled"
"413","413","01/25/2026 13:00:00","1041.43","New"
"414","414","01/25/2026 06:00:00","1058.54","Paid"
"415","415","01/24/2026 23:00:00","1075.65","Shipped"
"416","416","01/24/2026 16:00:00","1092.76","Cancelled"
"417","417","01/24/2026 09:00:00","1109.87","New"
"418","418","01/24/2026 02:00:00","1126.98","Paid"
"419","419","01/23/2026 19:00:00","1143.09","Shipped"
"420","420","01/23/2026 12:00:00","1160.20","Cancelled"
"421","421","01/23/2026 05:00:00","1177.31","New"
"422","422","01/22/2026 22:00:00","1194.42","Paid"
"423","423","01/22/2026 15:00:00","1211.53","Shipped"
"424","424","01/22/2026 08:00:00","1228.64","Cancelled"
"425","425","01/22/2026 01:00:00","1245.75","New"
"426","426","01/21/2026 18:00:00","1262.86","Paid"
"427","427","01/21/2026 11:00:00","1279.97","Shipped"
"428","428","01/21/2026 04:00:00","1296.08","Cancelled"
"429","429","01/20/2026 21:00:00","1313.19","New"
"430","430","01/20/2026 14:00:00","1330.30","Paid"
"431","431","01/20/2026 07:00:00","1347.41","Shipped"
"432","432","01/20/2026 00:00:00","1364.52","Cancelled"
"433","433","01/19/2026 17:00:00","1381.63","New"
"434","434","01/19/2026 10:00:00","1398.74","Paid"
"435","435","01/19/2026 03:00:00","1415.85","Shipped"
"436","436","01/18/2026 20:00:00","1432.96","Cancelled"
"437","437","01/18/2026 13:00:00","1449.07","New"
"438","438","01/18/2026 06:00:00","1466.18","Paid"
"439","439","01/17/2026 23:00:00","1483.29","Shipped"
"440","440","01/17/2026 16:00:00","1500.40","Cancelled"
"441","441","01/17/2026 09:00:00","1517.51","New"
"442","442","01/17/2026 02:00:00","1534.62","Paid"
"443","443","01/16/2026 19:00:00","1551.73","Shipped"
"444","444","01/16/2026 12:00:00","1568.84","Cancelled"
"445","445","01/16/2026 05:00:00","1585.95","New"
"446","446","01/15/2026 22:00:00","1602.06","Paid"
"447","447","01/15/2026 15:00:00","1619.17","Shipped"
"448","448","01/15/2026 08:00:00","1636.28","Cancelled"
"449","449","01/15/2026 01:00:00","1653.39","New"
"450","450","01/14/2026 18:00:00","1670.50","Paid"
"451","451","01/14/2026 11:00:00","1687.61","Shipped"
"452","452","01/14/2026 04:00:00","1704.72","Cancelled"
"453","453","01/13/2026 21:00:00","1721.83","New"
"454","454","01/13/2026 14:00:00","1738.94","Paid"
"455","455","01/13/2026 07:00:00","1755.05","Shipped"
"456","456","01/13/2026 00:00:00","1772.16","Cancelled"
"457","457","01/12/2026 17:00:00","1789.27","New"
"458","458","01/12/2026 10:00:00","1806.38","Paid"
"459","459","01/12/2026 03:00:00","1823.49","Shipped"
"460","460","01/11/2026 20:00:00","1840.60","Cancelled"
"461","461","01/11/2026 13:00:00","1857.71","New"
"462","462","01/11/2026 06:00:00","1874.82","Paid"
"463","463","01/10/2026 23:00:00","1891.93","Shipped"
"464","464","01/10/2026 16:00:00","1908.04","Cancelled"
"465","465","01/10/2026 09:00:00","1925.15","New"
"466","466","01/10/2026 02:00:00","1942.26","Paid"
"467","467","01/09/2026 19:00:00","1959.37","Shipped"
"468","468","01/09/2026 12:00:00","1976.48","Cancelled"
"469","469","01/09/2026 05:00:00","1993.59","New"
"470","470","01/08/2026 22:00:00","2010.70","Paid"
"471","471","01/08/2026 15:00:00","27.81","Shipped"
"472","472","01/08/2026 08:00:00","44.92","Cancelled"
"473","473","01/08/2026 01:00:00","61.03","New"
"474","474","01/07/2026 18:00:00","78.14","Paid"
"475","475","01/07/2026 11:00:00","95.25","Shipped"
"476","476","01/07/2026 04:00:00","112.36","Cancelled"
"477","477","01/06/2026 21:00:00","129.47","New"
"478","478","01/06/2026 14:00:00","146.58","Paid"
"479","479","01/06/2026 07:00:00","163.69","Shipped"
"480","480","01/06/2026 00:00:00","180.80","Cancelled"
"481","481","01/05/2026 17:00:00","197.91","New"
"482","482","01/05/2026 10:00:00","214.02","Paid"
"483","483","01/05/2026 03:00:00","231.13","Shipped"
"484","484","01/04/2026 20:00:00","248.24","Cancelled"
"485","485","01/04/2026 13:00:00","265.35","New"
"486","486","01/04/2026 06:00:00","282.46","Paid"
"487","487","01/03/2026 23:00:00","299.57","Shipped"
"488","488","01/03/2026 16:00:00","316.68","Cancelled"
"489","489","01/03/2026 09:00:00","333.79","New"
"490","490","01/03/2026 02:00:00","350.90","Paid"
"491","491","01/02/2026 19:00:00","367.01","Shipped"
"492","492","01/02/2026 12:00:00","384.12","Cancelled"
"493","493","01/02/2026 05:00:00","401.23","New"
"494","494","01/01/2026 22:00:00","418.34","Paid"
"495","495","01/01/2026 15:00:00","435.45","Shipped"
"496","496","01/01/2026 08:00:00","452.56","Cancelled"
"497","497","01/01/2026 01:00:00","469.67","New"
"498","498","12/31/2025 18:00:00","486.78","Paid"
"499","499","12/31/2025 11:00:00","503.89","Shipped"
"500","500","12/31/2025 04:00:00","520.00","Cancelled"
"501","1","12/30/2025 21:00:00","537.11","New"
"502","2","12/30/2025 14:00:00","554.22","Paid"
