"OrderItemID","OrderID","ProductID","Quantity","UnitPrice"
"178","178","47","5","319.00"
"179","179","54","3","332.00"
"180","180","61","1","345.00"
"181","181","68","4","358.00"
"182","182","75","2","371.00"
"183","183","82","5","384.00"
"184","184","89","3","397.00"
"185","185","96","1","410.00"
"186","186","3","4","423.00"
"187","187","10","2","436.00"
"188","188","17","5","449.00"
"189","189","24","3","462.00"
"190","190","31","1","475.00"
"191","191","38","4","488.00"
"192","192","45","2","501.00"
"193","193","52","5","14.00"
"194","194","59","3","27.00"
"195","195","66","1","40.00"
"196","196","73","4","53.00"
"197","197","80","2","66.00"
"198","198","87","5","79.00"
"199","199","94","3","92.00"
"200","200","1","1","105.00"
"201","201","8","4","118.00"
"202","202","15","2","131.00"
"203","203","22","5","144.00"
"204","204","29","3","157.00"
"205","205","36","1","170.00"
"206","206","43","4","183.00"
"207","207","50","2","196.00"
"208","208","57","5","209.00"
"209","209","64","3","222.00"
"210","210","71","1","235.00"
"211","211","78","4","248.00"
"212","212","85","2","261.00"
"213","213","92","5","274.00"
"214","214","99","3","287.00"
"215","215","6","1","300.00"
"216","216","13","4","313.00"
"217","217","20","2","326.00"
"218","218","27","5","339.00"
"219","219","34","3","352.00"
"220","220","41","1","365.00"
"221","221","48","4","378.00"
"222","222","55","2","391.00"
"223","223","62","5","404.00"
"224","224","69","3","417.00"
"225","225","76","1","430.00"
"226","226","83","4","443.00"
"227","227","90","2","456.00"
"228","228","97","5","469.00"
"229","229","4","3","482.00"
"230","230","11","1","495.00"
"231","231","18","4","8.00"
"232","232","25","2","21.00"
"233","233","32","5","34.00"
"234","234","39","3","47.00"
"235","235","46","1","60.00"
"236","236","53","4","73.00"
"237","237","60","2","86.00"
"238","238","67","5","99.00"
"239","239","74","3","112.00"
"240","240","81","1","125.00"
"241","241","88","4","138.00"
"242","242","95","2","151.00"
"243","243","2","5","164.00"
"244","244","9","3","177.00"
"245","245","16","1","190.00"
"246","246","23","4","203.00"
"247","247","30","2","216.00"
"248","248","37","5","229.00"
"249","249","44","3","242.00"
"250","250","51","1","255.00"
"251","251","58","4","268.00"
"252","252","65","2","281.00"
"253","253","72","5","294.00"
"254","254","79","3","307.00"
"255","255","86","1","320.00"
"256","256","93","4","333.00"
"257","257","100","2","346.00"
"258","258","7","5","359.00"
"259","259","14","3","372.00"
"260","260","21","1","385.00"
"261","261","28","4","398.00"
"262","262","35","2","411.00"
"263","263","42","5","424.00"
"264","264","49","3","437.00"
"265","265","56","1","450.00"
"266","266","63","4","463.00"
"267","267","70","2","476.00"
"268","268","77","5","489.00"
"269","269","84","3","502.00"
"270","270","91","1","15.00"
"271","271","98","4","28.00"
"272","272","5","2","41.00"
"273","273","12","5","54.00"
"274","274","19","3","67.00"
"275","275","26","1","80.00"
"276","276","33","4","93.00"
"277","277","40","2","106.00"
"278","278","47","5","119.00"
"279","279","54","3","132.00"
"280","280","61","1","145.00"
"281","281","68","4","158.00"
"282","282","75","2","171.00"
"283","283","82","5","184.00"
"284","284","89","3","197.00"
"285","285","96","1","210.00"
"286","286","3","4","223.00"
"287","287","10","2","236.00"
"288","288","17","5","249.00"
"289","289","24","3","262.00"
"290","290","31","1","275.00"
"291","291","38","4","288.00"
"292","292","45","2","301.00"
"293","293","52","5","314.00"
"294","294","59","3","327.00"
"295","295","66","1","340.00"
"296","296","73","4","353.00"
"297","297","80","2","366.00"
"298","298","87","5","379.00"
"299","299","94","3","392.00"
"300","300","1","1","405.00"
"301","301","8","4","418.00"
"302","302","15","2","431.00"
"303","303","22","5","444.00"
"304","304","29","3","457.00"
"305","305","36","1","470.00"
"306","306","43","4","483.00"
"307","307","50","2","496.00"
"308","308","57","5","9.00"
"309","309","64","3","22.00"
"310","310","71","1","35.00"
"311","311","78","4","48.00"
"312","312","85","2","61.00"
"313","313","92","5","74.00"
"314","314","99","3","87.00"
"315","315","6","1","100.00"
"316","316","13","4","113.00"
"317","317","20","2","126.00"
"318","318","27","5","139.00"
"319","319","34","3","152.00"
"320","320","41","1","165.00"
"321","321","48","4","178.00"
"322","322","55","2","191.00"
"323","323","62","5","204.00"
"324","324","69","3","217.00"
"325","325","76","1","230.00"
"326","326","83","4","243.00"
"327","327","90","2","256.00"
"328","328","97","5","269.00"
"329","329","4","3","282.00"
"330","330","11","1","295.00"
"331","331","18","4","308.00"
"332","332","25","2","321.00"
"333","333","32","5","334.00"
"334","334","39","3","347.00"
"335","335","46","1","360.00"
"336","336","53","4","373.00"
"337","337","60","2","386.00"
"338","338","67","5","399.00"
"339","339","74","3","412.00"
"340","340","81","1","425.00"
"341","341","88","4","438.00"
"342","342","95","2","451.00"
"343","343","2","5","464.00"
"344","344","9","3","477.00"
"345","345","16","1","490.00"
"346","346","23","4","503.00"
"347","347","30","2","16.00"
"348","348","37","5","29.00"
"349","349","44","3","42.00"
"350","350","51","1","55.00"
"351","351","58","4","68.00"
"352","352","65","2","81.00"
"353","353","72","5","94.00"
"354","354","79","3","107.00"
"355","355","86","1","120.00"
"356","356","93","4","133.00"
"357","357","100","2","146.00"
"358","358","7","5","159.00"
"359","359","14","3","172.00"
"360","360","21","1","185.00"
"361","361","28","4","198.00"
"362","362","35","2","211.00"
"363","363","42","5","224.00"
"364","364","49","3","237.00"
"365","365","56","1","250.00"
"366","366","63","4","263.00"
"367","367","70","2","276.00"
"368","368","77","5","289.00"
"369","369","84","3","302.00"
"370","370","91","1","315.00"
"371","371","98","4","328.00"
"372","372","5","2","341.00"
"373","373","12","5","354.00"
"374","374","19","3","367.00"
"375","375","26","1","380.00"
"376","376","33","4","393.00"
"377","377","40","2","406.00"
"378","378","47","5","419.00"
"379","379","54","3","432.00"
"380","380","61","1","445.00"
"381","381","68","4","458.00"
"382","382","75","2","471.00"
"383","383","82","5","484.00"
"384","384","89","3","497.00"
"385","385","96","1","10.00"
"386","386","3","4","23.00"
"387","387","10","2","36.00"
"388","388","17","5","49.00"
"389","389","24","3","62.00"
"390","390","31","1","75.00"
"391","391","38","4","88.00"
"392","392","45","2","101.00"
"393","393","52","5","114.00"
"394","394","59","3","127.00"
"395","395","66","1","140.00"
"396","396","73","4","153.00"
"397","397","80","2","166.00"
"398","398","87","5","179.00"
"399","399","94","3","192.00"
"400","400","1","1","205.00"
"401","401","8","4","218.00"
"402","402","15","2","231.00"
"403","403","22","5","244.00"
"404","404","29","3","257.00"
"405","405","36","1","270.00"
"406","406","43","4","283.00"
"407","407","50","2","296.00"
"408","408","57","5","309.00"
"409","409","64","3","322.00"
"410","410","71","1","335.00"
"411","411","78","4","348.00"
"412","412","85","2","361.00"
"413","413","92","5","374.00"
"414","414","99","3","387.00"
"415","415","6","1","400.00"
"416","416","13","4","413.00"
"417","417","20","2","426.00"
"418","418","27","5","439.00"
"419","419","34","3","452.00"
"420","420","41","1","465.00"
"421","421","48","4","478.00"
"422","422","55","2","491.00"
"423","423","62","5","504.00"
"424","424","69","3","17.00"
"425","425","76","1","30.00"
"426","426","83","4","43.00"
"427","427","90","2","56.00"
"428","428","97","5","69.00"
"429","429","4","3","82.00"
"430","430","11","1","95.00"
"431","431","18","4","108.00"
"432","432","25","2","121.00"
"433","433","32","5","134.00"
"434","434","39","3","147.00"
"435","435","46","1","160.00"
"436","436","53","4","173.00"
"437","437","60","2","186.00"
"438","438","67","5","199.00"
"439","439","74","3","212.00"
"440","440","81","1","225.00"
"441","441","88","4","238.00"
"442","442","95","2","251.00"
"443","443","2","5","264.00"
"444","444","9","3","277.00"
"445","445","16","1","290.00"
"446","446","23","4","303.00"
"447","447","30","2","316.00"
"448","448","37","5","329.00"
"449","449","44","3","342.00"
"450","450","51","1","355.00"
"451","451","58","4","368.00"
"452","452","65","2","381.00"
"453","453","72","5","394.00"
"454","454","79","3","407.00"
"455","455","86","1","420.00"
"456","456","93","4","433.00"
"457","457","100","2","446.00"
"458","458","7","5","459.00"
"459","459","14","3","472.00"
"460","460","21","1","485.00"
"461","461","28","4","498.00"
"462","462","35","2","11.00"
"463","463","42","5","24.00"
"464","464","49","3","37.00"
"465","465","56","1","50.00"
"466","466","63","4","63.00"
"467","467","70","2","76.00"
"468","468","77","5","89.00"
"469","469","84","3","102.00"
"470","470","91","1","115.00"
"471","471","98","4","128.00"
"472","472","5","2","141.00"
"473","473","12","5","154.00"
"474","474","19","3","167.00"
"475","475","26","1","180.00"
"476","476","33","4","193.00"
"477","477","40","2","206.00"
"478","478","47","5","219.00"
"479","479","54","3","232.00"
"480","480","61","1","245.00"
"481","481","68","4","258.00"
"482","482","75","2","271.00"
"483","483","82","5","284.00"
"484","484","89","3","297.00"
"485","485","96","1","310.00"
"486","486","3","4","323.00"
"487","487","10","2","336.00"
"488","488","17","5","349.00"
"489","489","24","3","362.00"
"490","490","31","1","375.00"
"491","491","38","4","388.00"
"492","492","45","2","401.00"
"493","493","52","5","414.00"
"494","494","59","3","427.00"
"495","495","66","1","440.00"
"496","496","73","4","453.00"
"497","497","80","2","466.00"
"498","498","87","5","479.00"
"499","499","94","3","492.00"
"500","500","1","1","5.00"
"501","501","8","4","18.00"
"502","502","15","2","31.00"
"503","503","22","5","44.00"
"504","504","29","3","57.00"
"505","505","36","1","70.00"
"506","506","43","4","83.00"
"507","507","50","2","96.00"
"508","508","57","5","109.00"
"509","509","64","3","122.00"
"510","510","71","1","135.00"
"511","511","78","4","148.00"
"512","512","85","2","161.00"
"513","513","92","5","174.00"
"514","514","99","3","187.00"
"515","515","6","1","200.00"
"516","516","13","4","213.00"
"517","517","20","2","226.00"
"518","518","27","5","239.00"
"519","519","34","3","252.00"
"520","520","41","1","265.00"
"521","521","48","4","278.00"
"522","522","55","2","291.00"
"523","523","62","5","304.00"
"524","524","69","3","317.00"
"525","525","76","1","330.00"
"526","526","83","4","343.00"
"527","527","90","2","356.00"
"528","528","97","5","369.00"
"529","529","4","3","382.00"
"530","530","11","1","395.00"
"531","531","18","4","408.00"
"532","532","25","2","421.00"
"533","533","32","5","434.00"
"534","534","39","3","447.00"
"535","535","46","1","460.00"
"536","536","53","4","473.00"
"537","537","60","2","486.00"
"538","538","67","5","499.00"
"539","539","74","3","12.00"
"540","540","81","1","25.00"
"541","541","88","4","38.00"
"542","542","95","2","51.00"
"543","543","2","5","64.00"
"544","544","9","3","77.00"
"545","545","16","1","90.00"
"546","546","23","4","103.00"
"547","547","30","2","116.00"
"548","548","37","5","129.00"
"549","549","44","3","142.00"
"550","550","51","1","155.00"
"551","551","58","4","168.00"
"552","552","65","2","181.00"
"553","553","72","5","194.00"
"554","554","79","3","207.00"
"555","555","86","1","220.00"
"556","556","93","4","233.00"
"557","557","100","2","246.00"
"558","558","7","5","259.00"
"559","559","14","3","272.00"
"560","560","21","1","285.00"
"561","561","28","4","298.00"
"562","562","35","2","311.00"
"563","563","42","5","324.00"
"564","564","49","3","337.00"
"565","565","56","1","350.00"
"566","566","63","4","363.00"
"567","567","70","2","376.00"
"568","568","77","5","389.00"
"569","569","84","3","402.00"
"570","570","91","1","415.00"
"571","571","98","4","428.00"
"572","572","5","2","441.00"
"573","573","12","5","454.00"
"574","574","19","3","467.00"
"575","575","26","1","480.00"
"576","576","33","4","493.00"
"577","577","40","2","6.00"
"578","578","47","5","19.00"
"579","579","54","3","32.00"
"580","580","61","1","45.00"
"581","581","68","4","58.00"
"582","582","75","2","71.00"
"583","583","82","5","84.00"
"584","584","89","3","97.00"
"585","585","96","1","110.00"
"586","586","3","4","123.00"
"587","587","10","2","136.00"
"588","588","17","5","149.00"
"589","589","24","3","162.00"
"590","590","31","1","175.00"
"591","591","38","4","188.00"
"592","592","45","2","201.00"
"593","593","52","5","214.00"
"594","594","59","3","227.00"
"595","595","66","1","240.00"
"596","596","73","4","253.00"
"597","597","80","2","266.00"
"598","598","87","5","279.00"
"599","599","94","3","292.00"
"600","600","1","1","305.00"
"601","601","8","4","318.00"
"602","602","15","2","331.00"
"603","603","22","5","344.00"
"604","604","29","3","357.00"
"605","605","36","1","370.00"
"606","606","43","4","383.00"
"607","607","50","2","396.00"
"608","608","57","5","409.00"
"609","609","64","3","422.00"
"610","610","71","1","435.00"
"611","611","78","4","448.00"
"612","612","85","2","461.00"
"613","613","92","5","474.00"
"614","614","99","3","487.00"
"615","615","6","1","500.00"
"616","616","13","4","13.00"
"617","617","20","2","26.00"
"618","618","27","5","39.00"
"619","619","34","3","52.00"
"620","620","41","1","65.00"
"621","621","48","4","78.00"
"622","622","55","2","91.00"
"623","623","62","5","104.00"
"624","624","69","3","117.00"
"625","625","76","1","130.00"
"626","626","83","4","143.00"
"627","627","90","2","156.00"
"628","628","97","5","169.00"
"629","629","4","3","182.00"
"630","630","11","1","195.00"
"631","631","18","4","208.00"
"632","632","25","2","221.00"
"633","633","32","5","234.00"
"634","634","39","3","247.00"
"635","635","46","1","260.00"
"636","636","53","4","273.00"
"637","637","60","2","286.00"
"638","638","67","5","299.00"
"639","639","74","3","312.00"
"640","640","81","1","325.00"
"641","641","88","4","338.00"
"642","642","95","2","351.00"
"643","643","2","5","364.00"
"644","644","9","3","377.00"
"645","645","16","1","390.00"
"646","646","23","4","403.00"
"647","647","30","2","416.00"
"648","648","37","5","429.00"
"649","649","44","3","442.00"
"650","650","51","1","455.00"
"651","651","58","4","468.00"
"652","652","65","2","481.00"
"653","653","72","5","494.00"
"654","654","79","3","7.00"
"655","655","86","1","20.00"
"656","656","93","4","33.00"
"657","657","100","2","46.00"
"658","658","7","5","59.00"
"659","659","14","3","72.00"
"660","660","21","1","85.00"
"661","661","28","4","98.00"
"662","662","35","2","111.00"
"663","663","42","5","124.00"
"664","664","49","3","137.00"
"665","665","56","1","150.00"
"666","666","63","4","163.00"
"667","667","70","2","176.00"
"668","668","77","5","189.00"
"669","669","84","3","202.00"
"670","670","91","1","215.00"
"671","671","98","4","228.00"
"672","672","5","2","241.00"
"673","673","12","5","254.00"
"674","674","19","3","267.00"
"675","675","26","1","280.00"
"676","676","33","4","293.00"
"677","677","40","2","306.00"
"678","678","47","5","319.00"
"679","679","54","3","332.00"
"680","680","61","1","345.00"
"681","681","68","4","358.00"
"682","682","75","2","371.00"
"683","683","82","5","384.00"
"684","684","89","3","397.00"
"685","685","96","1","410.00"
"686","686","3","4","423.00"
"687","687","10","2","436.00"
"688","688","17","5","449.00"
"689","689","24","3","462.00"
"690","690","31","1","475.00"
"691","691","38","4","488.00"
"692","692","45","2","501.00"
"693","693","52","5","14.00"
"694","694","59","3","27.00"
"695","695","66","1","40.00"
"696","696","73","4","53.00"
"697","697","80","2","66.00"
"698","698","87","5","79.00"
"699","699","94","3","92.00"
"700","700","1","1","105.00"
"701","701","8","4","118.00"
"702","702","15","2","131.00"
"703","703","22","5","144.00"
"704","704","29","3","157.00"
"705","705","36","1","170.00"
"706","706","43","4","183.00"
"707","707","50","2","196.00"
"708","708","57","5","209.00"
"709","709","64","3","222.00"
"710","710","71","1","235.00"
"711","711","78","4","248.00"
"712","712","85","2","261.00"
"713","713","92","5","274.00"
"714","714","99","3","287.00"
"715","715","6","1","300.00"
"716","716","13","4","313.00"
"717","717","20","2","326.00"
"718","718","27","5","339.00"
"719","719","34","3","352.00"
"720","720","41","1","365.00"
"721","721","48","4","378.00"
"722","722","55","2","391.00"
"723","723","62","5","404.00"
"724","724","69","3","417.00"
"725","725","76","1","430.00"
"726","726","83","4","443.00"
"727","727","90","2","456.00"
"728","728","97","5","469.00"
"729","729","4","3","482.00"
"730","730","11","1","495.00"
"731","731","18","4","8.00"
"732","732","25","2","21.00"
"733","733","32","5","34.00"
"734","734","39","3","47.00"
"735","735","46","1","60.00"
"736","736","53","4","73.00"
"737","737","60","2","86.00"
"738","738","67","5","99.00"
"739","739","74","3","112.00"
"740","740","81","1","125.00"
"741","741","88","4","138.00"
"742","742","95","2","151.00"
"743","743","2","5","164.00"
"744","744","9","3","177.00"
"745","745","16","1","190.00"
"746","746","23","4","203.00"
"747","747","30","2","216.00"
"748","748","37","5","229.00"
"749","749","44","3","242.00"
"750","750","51","1","255.00"
"751","751","58","4","268.00"
"752","752","65","2","281.00"
"753","753","72","5","294.00"
"754","754","79","3","307.00"
"755","755","86","1","320.00"
"756","756","93","4","333.00"
"757","757","100","2","346.00"
"758","758","7","5","359.00"
"759","759","14","3","372.00"
"760","760","21","1","385.00"
"761","761","28","4","398.00"
"762","762","35","2","411.00"
"763","763","42","5","424.00"
"764","764","49","3","437.00"
"765","765","56","1","450.00"
"766","766","63","4","463.00"
"767","767","70","2","476.00"
"768","768","77","5","489.00"
"769","769","84","3","502.00"
"770","770","91","1","15.00"
"771","771","98","4","28.00"
"772","772","5","2","41.00"
"773","773","12","5","54.00"
"774","774","19","3","67.00"
"775","775","26","1","80.00"
"776","776","33","4","93.00"
"777","777","40","2","106.00"
"778","778","47","5","119.00"
"779","779","54","3","132.00"
"780","780","61","1","145.00"
"781","781","68","4","158.00"
"782","782","75","2","171.00"
"783","783","82","5","184.00"
"784","784","89","3","197.00"
"785","785","96","1","210.00"
"786","786","3","4","223.00"
"787","787","10","2","236.00"
"788","788","17","5","249.00"
"789","789","24","3","262.00"
"790","790","31","1","275.00"
"791","791","38","4","288.00"
"792","792","45","2","301.00"
"793","793","52","5","314.00"
"794","794","59","3","327.00"
"795","795","66","1","340.00"
"796","796","73","4","353.00"
"797","797","80","2","366.00"
"798","798","87","5","379.00"
"799","799","94","3","392.00"
"800","800","1","1","405.00"
"801","801","8","4","418.00"
"802","802","15","2","431.00"
"803","803","22","5","444.00"
"804","804","29","3","457.00"
"805","805","36","1","470.00"
"806","806","43","4","483.00"
"807","807","50","2","496.00"
"808","808","57","5","9.00"
"809","809","64","3","22.00"
"810","810","71","1","35.00"
"811","811","78","4","48.00"
"812","812","85","2","61.00"
"813","813","92","5","74.00"
"814","814","99","3","87.00"
"815","815","6","1","100.00"
"816","816","13","4","113.00"
"817","817","20","2","126.00"
"818","818","27","5","139.00"
"819","819","34","3","152.00"
"820","820","41","1","165.00"
"821","821","48","4","178.00"
"822","822","55","2","191.00"
"823","823","62","5","204.00"
"824","824","69","3","217.00"
"825","825","76","1","230.00"
"826","826","83","4","243.00"
"827","827","90","2","256.00"
"828","828","97","5","269.00"
"829","829","4","3","282.00"
"830","830","11","1","295.00"
"831","831","18","4","308.00"
"832","832","25","2","321.00"
"833","833","32","5","334.00"
"834","834","39","3","347.00"
"835","835","46","1","360.00"
"836","836","53","4","373.00"
"837","837","60","2","386.00"
"838","838","67","5","399.00"
"839","839","74","3","412.00"
"840","840","81","1","425.00"
"841","841","88","4","438.00"
"842","842","95","2","451.00"
"843","843","2","5","464.00"
"844","844","9","3","477.00"
"845","845","16","1","490.00"
"846","846","23","4","503.00"
"847","847","30","2","16.00"
"848","848","37","5","29.00"
"849","849","44","3","42.00"
"850","850","51","1","55.00"
"851","851","58","4","68.00"
"852","852","65","2","81.00"
"853","853","72","5","94.00"
"854","854","79","3","107.00"
"855","855","86","1","120.00"
"856","856","93","4","133.00"
"857","857","100","2","146.00"
"858","858","7","5","159.00"
"859","859","14","3","172.00"
"860","860","21","1","185.00"
"861","861","28","4","198.00"
"862","862","35","2","211.00"
"863","863","42","5","224.00"
"864","864","49","3","237.00"
"865","865","56","1","250.00"
"866","866","63","4","263.00"
"867","867","70","2","276.00"
"868","868","77","5","289.00"
"869","869","84","3","302.00"
"870","870","91","1","315.00"
"871","871","98","4","328.00"
"872","872","5","2","341.00"
"873","873","12","5","354.00"
"874","874","19","3","367.00"
"875","875","26","1","380.00"
"876","876","33","4","393.00"
"877","877","40","2","406.00"
"878","878","47","5","419.00"
"879","879","54","3","432.00"
"880","880","61","1","445.00"
"881","881","68","4","458.00"
"882","882","75","2","471.00"
"883","883","82","5","484.00"
"884","884","89","3","497.00"
"885","885","96","1","10.00"
"886","886","3","4","23.00"
"887","887","10","2","36.00"
"888","888","17","5","49.00"
"889","889","24","3","62.00"
"890","890","31","1","75.00"
"891","891","38","4","88.00"
"892","892","45","2","101.00"
"893","893","52","5","114.00"
"894","894","59","3","127.00"
"895","895","66","1","140.00"
"896","896","73","4","153.00"
"897","897","80","2","166.00"
"898","898","87","5","179.00"
"899","899","94","3","192.00"
"900","900","1","1","205.00"
"901","901","8","4","218.00"
"902","902","15","2","231.00"
"903","903","22","5","244.00"
"904","904","29","3","257.00"
"905","905","36","1","270.00"
"906","906","43","4","283.00"
"907","907","50","2","296.00"
"908","908","57","5","309.00"
"909","909","64","3","322.00"
"910","910","71","1","335.00"
"911","911","78","4","348.00"
"912","912","85","2","361.00"
"913","913","92","5","374.00"
"914","914","99","3","387.00"
"915","915","6","1","400.00"
"916","916","13","4","413.00"
"917","917","20","2","426.00"
"918","918","27","5","439.00"
"919","919","34","3","452.00"
"920","920","41","1","465.00"
"921","921","48","4","478.00"
"922","922","55","2","491.00"
"923","923","62","5","504.00"
"924","924","69","3","17.00"
"925","925","76","1","30.00"
"926","926","83","4","43.00"
"927","927","90","2","56.00"
"928","928","97","5","69.00"
"929","929","4","3","82.00"
"930","930","11","1","95.00"
"931","931","18","4","108.00"
"932","932","25","2","121.00"
"933","933","32","5","134.00"
"934","934","39","3","147.00"
"935","935","46","1","160.00"
"936","936","53","4","173.00"
"937","937","60","2","186.00"
"938","938","67","5","199.00"
"939","939","74","3","212.00"
"940","940","81","1","225.00"
"941","941","88","4","238.00"
"942","942","95","2","251.00"
"943","943","2","5","264.00"
"944","944","9","3","277.00"
"945","945","16","1","290.00"
"946","946","23","4","303.00"
"947","947","30","2","316.00"
"948","948","37","5","329.00"
"949","949","44","3","342.00"
"950","950","51","1","355.00"
"951","951","58","4","368.00"
"952","952","65","2","381.00"
"953","953","72","5","394.00"
"954","954","79","3","407.00"
"955","955","86","1","420.00"
"956","956","93","4","433.00"
"957","957","100","2","446.00"
"958","958","7","5","459.00"
"959","959","14","3","472.00"
"960","960","21","1","485.00"
"961","961","28","4","498.00"
"962","962","35","2","11.00"
"963","963","42","5","24.00"
"964","964","49","3","37.00"
"965","965","56","1","50.00"
"966","966","63","4","63.00"
"967","967","70","2","76.00"
"968","968","77","5","89.00"
"969","969","84","3","102.00"
"970","970","91","1","115.00"
"971","971","98","4","128.00"
"972","972","5","2","141.00"
"973","973","12","5","154.00"
"974","974","19","3","167.00"
"975","975","26","1","180.00"
"976","976","33","4","193.00"
"977","977","40","2","206.00"
"978","978","47","5","219.00"
"979","979","54","3","232.00"
"980","980","61","1","245.00"
"981","981","68","4","258.00"
"982","982","75","2","271.00"
"983","983","82","5","284.00"
"984","984","89","3","297.00"
"985","985","96","1","310.00"
"986","986","3","4","323.00"
"987","987","10","2","336.00"
"988","988","17","5","349.00"
"989","989","24","3","362.00"
"990","990","31","1","375.00"
"991","991","38","4","388.00"
"992","992","45","2","401.00"
"993","993","52","5","414.00"
"994","994","59","3","427.00"
"995","995","66","1","440.00"
